,School,Section,Year,Outreach Category,Wiki Hyperlink,Project Tag,Audience,Goal,Objectives,Description
2136,TU_Dresden,Over graduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU_Dresden,Just Product,"University Students, General Public","Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program",1. TU Dresden's newspaper wrote an article on the team's work in Universit_sjournal 2 The team was featured in several newsletters at TU Dresden including the Computer Science Institute ,
2137,TU_Dresden,Over graduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU_Dresden,Just Product,"University Students, General Public","Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program","1. Article was written on our team and our sustainability endeavours in the TU Dresden newslettter on Work Safety, Health and the Environment (in German)",
2138,TU_Dresden,Over graduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU_Dresden,Just Product,iGEM Teams,"Discuss Ethics and Safety, Activism for iGEM project",1. Team created a poster summarizing important lap work tips that are reminders to work greener,
2139,TU_Dresden,Over graduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU_Dresden,Just Product,iGEM Teams,"Discuss Ethics and Safety, Activism for iGEM project","1. Team wrote a guide giving useful tips for how lab work can be more sustainable by thoughtful planning and conscious usage of resources 2. Also contains suggestions for more environmental friendly conferences and meetings, and outlines how greenhouse gas emissions of a lab and for flights can be calculated and compensated for",
2140,SMS_Shenzhen,High School,2017,Education and Public Engagement,http://2017.igem.org/Team:SMS_Shenzhen,"Educational Material, Social Media",General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program","1. Registered for an official account on WeChat, the most popular social app in China 2. Sent articles on WeChat to introduce Synthetic Biology, iGEM Competition, the team, and the project 3. Used the website to fundraise on the account and connect with others",Team advocates SynBio and iGEM on their WeChat account.
2141,SMS_Shenzhen,High School,2017,Education and Public Engagement,http://2017.igem.org/Team:SMS_Shenzhen,"Community Event, Open Lab, Presentation (General), Teaching Activity",Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program",1. Hosted over 200 middle school students in an Open-lab Day 2. Student guides gave presentations on synthetic biology and taught basic experimental skills such as how to use micropipettes to the students,Team planned and held an Open-lab day for middle school students to learn about synthetic biology
2142,SMS_Shenzhen,High School,2017,Education and Public Engagement,http://2017.igem.org/Team:SMS_Shenzhen,Survey,General Public,Gain Information for iGEM project,"1. Conducted a survey to determine the breadth of harm of scale insects, and what the general public thinks about the team's iGEM project",Survey to know people's opinions and suggestions towards the team's iGEM project and how normal people deal with scale insects.
2143,SMS_Shenzhen,High School,2017,Integrated Human Practices,http://2017.igem.org/Team:SMS_Shenzhen,Consult Experts,Specialized Audiences,Gain Information for iGEM project,"1. Conducted an interview with a farmer to learn about the current situation of scale insect infestation, how the crop will be, and understand how to combat the problem with both chemical and physical ways to kill scale insects",Team interviewed farmers to determine the current situation of scale insect infestations.
2144,SMS_Shenzhen,High School,2017,Integrated Human Practices,http://2017.igem.org/Team:SMS_Shenzhen,Consult Experts,"Professors, Scientific Community","Gain Information for iGEM project, Discuss Ethics and Safety","1. Contacted two senior Botanical experts from the Kunming Institute of Botany, China Academy of Science for information on safe pesticide use 2. Topics of discussion were: whether there are ingredients on the surface of plants that could be potentially damaged by our product and whether traditional chemical pesticides have that serious effect on plants as stated in some reports 3. Received a response from Jianchu Xu and Gui Heng ",Team interviewed two Botanical experts for feedback on the safety aspect of their project.
2145,SMS_Shenzhen,High School,2017,Integrated Human Practices,http://2017.igem.org/Team:SMS_Shenzhen,Consult Experts,University Students,Gain Information for iGEM project,1. Consulted students from Vanke Meisha Academy Biology Club about the scale insects that killed the succulent plants they were raising ,Consulted students from Biology Club regarding scale infestation of the club's succulent plants.
2146,SCU-WestChina,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:SCU-WestChina,"iGEM Project Presentation (Presenting your iGEM project for feedback), Consult Experts","Professors, Scientific Community",Gain Information for iGEM project,"1. Traveled to West-China Hospital Sichuan University and  contacted Dr. Yi Zhao, Dr. Chunyu Tan, Dr. Min Yang, Dr. Xiaomin Cen, Dr. Hua Zhao, and Dr. Beibei Cui 2. Asked questions regarding the current situation and existing problems of clinical blood uric acid concentration lowering therapy for hyperuricemia and gout 3. Also inquired about the clinical treatment of refractory gout 4. Introduced their iGEM project and asked for feedback",Returned to China Hospital and interviewed six doctors for feedback on iGEM project
2147,SCU-WestChina,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SCU-WestChina,Survey,General Public,"Gain Information for iGEM project, Learn Public Opinions","1. Created a questionnaire and disseminated it throughout the internet 2. Asked questions regarding views on the harm of hyperuricemia, dietary control in patients with ,hyperuriciemia, and opinions on new drugs or new therapies for hyperuricemia patients ",Survey regarding the public's opinion about hyperuricemia and its treatments
2148,SCU-WestChina,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SCU-WestChina,Just Product,General Public,"Educate on the iGEM program, Present iGEM Project, Science Education (Non-SynBio Specific)","1. Created a handbook to publicize knowledge of hyperuricemia to the public and increase the understanding and attention to hyperuricemia 2. Handbook included: hat is hyperuricemia, the causes of hyperuricemia, relationship between hyperuricemia and gout, prevention and treatment of hyperuricemia, food purine content list as well as information about the team and their iGEM project 3. Distributed the handbooks to passerbys and answered questions ",
2149,SCU-WestChina,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:SCU-WestChina,"iGEM Project Presentation (Presenting your iGEM project for feedback), Conference/Panel Discussion",iGEM Teams,"Gain Information for iGEM project, Present iGEM Project, Networking","1. Attended the fourth Conference of China iGEMer Community in Fujian Agriculture and Forestry University in Fuzhou, Fujian 2. Talked to different teams from around the country and introduced their project design and achievements to other teams 3. Attended a speech by iGEM HQ members and senior judges from the United States",Team attended the fourth Conference of China iGEMer Community in Fujian Agriculture and Forestry University and presented their iGEM project.
2150,SCU-WestChina,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SCU-WestChina,"Community Event, Teaching Activity",General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program, Present iGEM Project","1. Created a week long exhibition with three other iGEM teams in southwest China with the theme of transgenic and human health 2. Exhibition contained topics such as disease therapy, biologic pharmacy, disease detection and environment improvement 3. Introduced the their iGEM project, popularized knowledge of hyperuricemia, and received valuable feedback on their project","Created a ""Transgenic and Human Health"" exhibition in the Chengdu Library and taught the public about synthetic biology and their iGEM project."
